count_http,count_https,countdot,count-,count_,counttilde,domain_age,regis_length,SSL_certificate,type
0,0,2,0,6,0,0.42966601840586893,0.5291638325119905,1,0
0,0,3,0,0,1,0.9488237122675593,0.8522726105763804,1,0
0,0,2,1,0,0,1.0044477508955976,0.7998765925118848,1,0
0,0,1,0,0,0,-0.210010425816571,-0.3179051261973559,1,0
0,0,2,0,0,0,0.1978991907890429,0.10999568799602528,1,0
0,0,2,5,0,0,0.6150794804993298,0.4243717963829992,1,0
0,0,1,0,2,0,-0.15438638718853276,-0.2131130900683646,1,0
0,0,2,0,2,0,-0.1636570602932058,-0.2131130900683646,1,0
0,0,1,0,0,0,0.17935784457969678,0.10999568799602528,1,0
0,0,1,0,0,0,-0.5901080231081658,-0.6410139042617458,1,0
0,0,2,0,1,0,-2.2588291819493134,-2.2303597855514474,1,0
0,0,2,0,0,0,0.6799741922320411,0.6339558686409819,1,0
0,0,1,0,0,0,0.04956842111427419,-0.10832105393937327,1,0
0,0,1,0,0,0,0.17935784457969678,0.9570646467053717,1,0
0,0,2,6,0,0,0.04029774800960115,-0.10832105393937327,1,0
0,0,3,0,0,0,0.1330044790563316,0.11872835767344123,1,0
0,0,1,2,0,0,-0.024596963723110158,-0.10832105393937327,1,0
0,0,2,0,1,0,0.3091472680451194,0.2147877241250166,1,0
1,0,1,0,0,0,-0.2934464837586284,-0.3179051261973559,1,0
0,0,1,5,0,0,-0.4417772534333971,-0.4226971623263472,1,0
0,0,1,0,0,0,0.874658327430175,0.7474805744473891,1,0
0,0,2,3,1,0,1.069342462628309,0.9570646467053717,1,0
0,0,1,4,0,0,0.39258332598717677,0.3195797602540079,1,0
0,0,2,2,0,0,0.02175640180025506,-0.10832105393937327,1,0
0,0,1,0,0,0,0.031027074904928103,-0.10832105393937327,1,0
0,0,2,1,0,0,-0.1821984065025519,0.2147877241250166,1,0
1,0,1,7,0,0,-0.024596963723110158,-0.09958838426195733,1,0
0,0,2,1,0,0,0.5038314032432533,0.6339558686409819,1,0
0,0,2,0,1,0,0.3091472680451194,0.2147877241250166,1,0
0,0,1,1,0,0,0.10519245974231245,-0.0035290178103819653,1,0
0,0,2,0,1,0,0.36477130667315766,0.2147877241250166,1,0
0,0,1,2,0,0,0.25352322941708116,0.10999568799602528,1,0
0,0,3,0,0,0,0.5872674611853107,0.7474805744473891,1,0
1,0,1,6,0,0,-0.024596963723110158,-0.09958838426195733,1,0
0,0,1,0,0,0,-0.8311455238296649,-0.8505979765197283,1,0
0,0,2,0,1,0,0.8931996736395211,1.2714407550923457,1,0
0,0,1,0,0,0,0.438936691510542,0.3195797602540079,1,0
0,0,1,0,0,0,-0.15438638718853276,-0.2131130900683646,1,0
0,0,2,5,0,0,0.02175640180025506,-0.12578639329420516,1,0
0,0,1,0,0,0,0.42039534530119593,0.3195797602540079,1,0
0,0,3,0,0,0,-0.45104792653807013,-0.5274891984553385,1,0
0,0,1,14,0,0,-0.5252133113754545,-0.6410139042617458,1,0
0,0,2,1,0,0,-0.21928109892124406,-0.3179051261973559,1,0
0,0,1,0,0,0,0.5409140956619455,0.4243717963829992,1,0
0,0,1,0,0,0,0.7355982308600794,1.384965460898753,1,0
0,0,2,5,0,0,0.8097636156974637,0.6252231989635659,1,0
0,0,3,0,0,0,0.9395530391628863,1.2714407550923457,1,0
0,0,1,2,0,0,-0.024596963723110158,-0.10832105393937327,1,0
0,0,4,0,3,0,0.3091472680451194,0.2147877241250166,1,0
0,0,2,0,0,0,-0.3027171568633015,-0.3179051261973559,1,0
0,0,2,0,1,0,0.3091472680451194,0.2147877241250166,1,0
0,0,1,2,0,0,0.7355982308600794,0.8522726105763804,1,0
0,0,1,0,2,0,0.49456073013858026,0.4243717963829992,1,0
0,0,1,0,0,0,0.865387654325502,1.1666487189633543,1,0
0,0,1,4,0,0,1.0137184240002706,0.8522726105763804,1,0
0,0,1,1,0,0,0.5316434225572725,1.061856682834363,1,0
0,0,2,0,0,0,0.6892448653367141,0.5466291718668225,1,0
0,0,1,0,0,0,-0.2470931182352632,-0.3179051261973559,1,0
0,0,1,0,0,0,0.49456073013858026,0.7474805744473891,1,0
0,0,2,0,1,0,-0.2749051375492823,-0.3179051261973559,1,0
0,0,2,0,3,0,0.3091472680451194,0.2147877241250166,1,0
1,0,1,11,0,0,-0.8867695624577032,-0.3179051261973559,1,0
0,0,3,0,3,0,-0.7755214852016267,-0.8505979765197283,1,0
0,0,1,0,0,0,0.865387654325502,1.1666487189633543,1,0
0,0,1,0,0,0,0.874658327430175,0.7474805744473891,1,0
0,0,3,0,2,0,0.05883909421894723,0.2147877241250166,1,0
0,0,2,2,0,0,0.8561169812208289,1.6993415692857268,1,0
0,0,1,0,0,0,-0.5344839844801276,-0.6410139042617458,1,0
0,0,2,3,2,0,0.5501847687666185,0.4243717963829992,1,0
1,0,1,9,0,0,-0.12657436787451362,-0.0035290178103819653,1,0
0,0,1,0,0,0,-0.2749051375492823,-0.3179051261973559,1,0
0,0,3,0,0,0,-0.15438638718853276,-0.10832105393937327,1,0
0,0,1,4,0,0,0.865387654325502,0.7474805744473891,1,0
0,0,2,7,0,0,-0.210010425816571,-0.3179051261973559,1,0
0,0,2,11,0,0,0.10519245974231245,0.01393632154444992,1,0
0,0,1,0,2,0,0.9673650584769055,1.8041336054147181,1,0
0,0,4,3,0,1,-0.4788599458520893,-0.6410139042617458,1,0
0,0,2,12,0,0,0.8931996736395211,0.7474805744473891,1,0
0,0,1,0,1,0,-0.15438638718853276,-0.2131130900683646,1,0
0,0,3,6,0,0,0.5223727494525994,0.4243717963829992,1,0
0,0,2,0,1,0,0.3091472680451194,0.2147877241250166,1,0
0,0,3,0,1,0,-0.28417581065395536,-0.4226971623263472,1,0
0,0,2,1,0,0,0.10519245974231245,-0.0035290178103819653,1,0
1,0,1,10,0,0,0.14227515216100461,-0.0035290178103819653,1,0
0,0,1,0,0,0,0.9859064046862516,0.9570646467053717,1,0
0,0,1,1,0,0,0.7355982308600794,1.384965460898753,1,0
0,0,2,0,0,0,0.9859064046862516,0.8522726105763804,1,0
0,0,2,0,0,0,0.5038314032432533,0.3195797602540079,1,0
0,0,1,0,6,0,0.38331265288250377,0.2147877241250166,1,0
0,0,2,0,2,0,0.3091472680451194,0.2147877241250166,1,0
0,0,2,1,5,0,0.6150794804993298,0.6339558686409819,1,0
0,0,1,8,0,0,0.883929000534848,0.8522726105763804,1,0
0,0,1,0,0,0,0.5594554418712916,0.4243717963829992,1,0
0,0,3,6,0,0,1.0044477508955976,0.7998765925118848,1,0
0,0,1,0,0,0,0.6243501536040028,0.5291638325119905,1,0
0,0,1,0,0,0,-0.3027171568633015,-0.4226971623263472,1,0
0,0,1,0,0,0,-0.49740129206143535,-0.5274891984553385,1,0
0,0,2,0,6,0,0.02175640180025506,-0.10832105393937327,1,0
0,0,1,0,0,0,0.5501847687666185,0.4243717963829992,1,0
0,0,2,0,0,0,0.3091472680451194,0.2147877241250166,1,0
0,0,2,0,0,0,-0.3490705223866667,0.2147877241250166,1,0
0,0,3,0,0,0,0.8468463081161559,0.7474805744473891,1,0
0,0,1,1,3,0,0.49456073013858026,0.4243717963829992,1,0
0,0,2,0,0,0,-1.5820700453081815,-1.5928748991000836,1,0
0,0,2,0,1,0,0.9210116929535402,0.7474805744473891,1,0
0,0,2,7,1,0,0.5779967880806377,0.4243717963829992,1,0
0,0,2,0,1,0,0.3091472680451194,0.2147877241250166,1,0
0,0,4,0,0,0,-1.3966565832147206,-1.383290826842101,1,0
0,0,2,0,2,0,0.3091472680451194,0.2147877241250166,1,0
0,0,1,0,0,0,-1.952896969495103,-2.0207757132934647,1,0
0,0,2,0,1,0,0.3091472680451194,0.2147877241250166,1,0
1,0,2,13,0,0,-2.15685177779791,-2.125567749422456,1,0
0,0,1,5,0,0,-0.4325065803287241,-0.4226971623263472,1,0
0,0,1,0,0,0,0.7355982308600794,0.8522726105763804,1,0
0,0,1,6,0,0,0.04029774800960115,-0.10832105393937327,1,0
0,0,1,3,0,0,0.5131020763479264,0.4243717963829992,1,0
0,0,3,0,0,0,-2.0548743736465065,-1.811191641035482,1,0
0,0,1,0,2,0,-2.0456037005418337,-2.0207757132934647,1,0
0,0,1,0,0,0,0.1330044790563316,0.10999568799602528,1,0
0,0,1,0,0,0,-1.9714383157044493,-2.0207757132934647,1,0
0,0,3,1,0,0,0.05883909421894723,0.2147877241250166,1,0
0,0,2,3,2,0,-0.3490705223866667,-0.4226971623263472,1,0
0,0,2,0,0,0,-0.3768825417006858,-0.4226971623263472,1,0
0,0,2,0,0,0,1.9037030420488827,1.7692029267050544,1,0
0,0,2,0,0,0,2.0334924655143056,1.8914603021888776,1,0
0,0,1,2,0,0,-0.19146907960722492,-0.3179051261973559,1,0
1,0,2,5,0,0,0.6150794804993298,0.4243717963829992,1,0
0,0,1,0,0,0,0.6799741922320411,0.6252231989635659,1,0
0,0,1,3,0,0,1.0137184240002706,0.8522726105763804,1,0
0,0,1,0,0,0,0.39258332598717677,0.3195797602540079,1,0
0,0,1,0,0,0,-0.3583411954913397,-0.4226971623263472,1,0
0,0,1,0,0,0,-0.2749051375492823,-0.3179051261973559,1,0
0,0,2,1,0,0,0.39258332598717677,0.5291638325119905,1,0
0,0,2,12,0,0,-0.4046945610147049,-0.2131130900683646,1,0
0,0,2,0,0,0,0.34622996046381155,0.26718374218951224,1,0
0,0,1,1,0,0,0.8375756350114829,1.0181933344472833,1,0
0,0,1,8,0,0,0.5038314032432533,0.4243717963829992,1,0
0,0,1,5,0,0,0.8375756350114829,1.1666487189633543,1,0
0,0,2,0,2,0,-0.25636379133993625,-0.3179051261973559,1,0
0,0,1,0,0,0,1.2084025591984047,1.0094606647698674,1,0
0,0,2,1,0,0,0.1330044790563316,0.10999568799602528,1,0
1,0,2,9,1,0,-1.276137832853971,-1.2784987907131096,1,0
1,0,1,7,0,0,-0.7662508120969536,-0.7982019584552328,1,0
0,0,1,0,0,0,-1.9714383157044493,-2.0207757132934647,1,0
0,0,2,5,0,0,0.9766357315815785,0.8522726105763804,1,0
0,0,1,0,0,0,0.865387654325502,1.1666487189633543,1,0
0,0,1,0,0,0,-0.33979984928199364,-0.10832105393937327,1,0
0,0,2,0,0,0,0.7355982308600794,0.5640945112216543,1,0
0,0,3,0,2,0,0.652162172918022,0.5291638325119905,1,0
0,0,1,0,0,0,1.0229890971049438,0.8522726105763804,1,0
0,0,1,8,0,0,-0.10803302166516754,-0.2131130900683646,1,0
0,0,2,2,0,0,-0.6642734079455501,-0.7458059403907371,1,0
0,0,2,0,0,0,0.7355982308600794,1.384965460898753,1,0
0,0,2,0,0,0,1.1342371743610202,1.2714407550923457,1,0
0,0,1,5,0,0,0.8375756350114829,1.0181933344472833,1,0
0,0,1,0,0,0,1.0044477508955976,0.8522726105763804,1,0
0,0,2,0,0,0,-2.2402878357399674,-2.2303597855514474,1,0
1,0,1,10,1,0,0.11446313284698549,-0.0035290178103819653,1,0
0,0,1,0,0,0,-0.15438638718853276,-0.2131130900683646,1,0
0,0,1,4,0,0,-0.024596963723110158,-0.10832105393937327,1,0
0,0,2,7,0,0,0.652162172918022,0.5291638325119905,1,0
0,0,1,0,0,0,0.04029774800960115,0.8522726105763804,1,0
0,0,1,0,2,0,-0.41396523411937797,-0.5274891984553385,1,0
0,0,2,0,0,0,0.2720645756264272,0.10999568799602528,1,0
0,0,2,1,0,0,-1.6098820646222005,-1.6976669352290747,1,0
0,0,2,2,0,0,0.14227515216100461,-0.0035290178103819653,1,0
0,0,1,0,0,0,-0.15438638718853276,-0.2131130900683646,1,0
0,0,2,0,0,0,0.6985155384413873,0.9570646467053717,1,0
0,0,2,3,0,0,-0.41396523411937797,-0.5274891984553385,1,0
1,0,2,1,7,0,-1.276137832853971,-1.2784987907131096,1,0
0,0,2,1,0,0,0.1978991907890429,0.10999568799602528,1,0
0,0,2,0,0,0,-0.1451157140838597,-0.2131130900683646,1,0
1,0,3,7,0,0,-0.9053109086670492,-0.8505979765197283,1,0
0,0,1,4,0,0,0.865387654325502,1.1666487189633543,1,0
0,0,2,4,4,0,0.9859064046862516,0.8522726105763804,1,0
1,0,2,6,0,0,0.652162172918022,0.5291638325119905,1,0
0,0,1,0,4,0,-2.0363330274371605,-2.0207757132934647,1,0
0,0,1,6,0,0,-0.5159426382707815,-0.2131130900683646,1,0
0,0,2,0,0,0,1.106425155047001,1.061856682834363,1,0
0,0,1,1,0,0,0.8004929425927907,0.7474805744473891,1,0
0,0,1,0,0,0,-0.15438638718853276,-0.2131130900683646,1,0
0,0,2,0,0,0,0.34622996046381155,0.2147877241250166,1,0
0,0,2,0,2,0,0.3091472680451194,0.2147877241250166,1,0
0,0,3,0,0,0,0.8375756350114829,1.384965460898753,1,0
0,0,2,0,4,0,-0.1173036947698406,-0.2131130900683646,1,0
0,0,2,2,0,0,-1.8138368729250074,-1.811191641035482,1,0
0,0,1,2,0,0,0.42039534530119593,0.4243717963829992,1,0
0,0,1,1,0,0,-0.7940628314109728,-0.8505979765197283,1,0
0,0,3,0,0,0,0.7355982308600794,1.384965460898753,1,0
0,0,3,0,0,0,0.9859064046862516,0.8522726105763804,1,0
0,0,1,0,0,0,0.5872674611853107,0.8522726105763804,1,0
0,0,1,2,0,0,0.8468463081161559,0.7824112531570528,1,0
0,0,4,1,0,0,0.865387654325502,0.8522726105763804,1,0
0,0,1,1,0,0,-0.28417581065395536,-0.4226971623263472,1,0
0,0,1,0,0,0,0.7355982308600794,1.384965460898753,1,0
0,0,1,0,0,0,-1.498633987366124,-1.4880828629710923,1,0
0,0,1,2,0,0,-2.1197690853792177,-2.125567749422456,1,0
0,0,2,0,0,0,0.9859064046862516,0.8522726105763804,1,0
0,0,2,0,1,0,-0.2749051375492823,-0.3179051261973559,1,0
0,0,1,4,0,0,0.7726809232787716,0.6601538776732296,1,0
0,0,1,2,0,0,0.3091472680451194,0.8522726105763804,1,0
0,0,4,0,0,0,0.09592178663763941,-0.0035290178103819653,1,0
0,0,2,0,0,0,0.874658327430175,0.9570646467053717,1,0
0,0,2,0,0,0,-0.1173036947698406,-0.2131130900683646,1,0
0,0,1,0,0,0,-0.015326290618437113,-0.0035290178103819653,1,0
0,0,2,0,2,0,0.3091472680451194,0.2147877241250166,1,0
0,0,2,0,0,0,-0.26563446444460925,-0.3179051261973559,1,0
1,0,1,10,0,0,0.17935784457969678,0.10999568799602528,1,0
0,0,2,0,0,0,0.9859064046862516,0.8522726105763804,1,0
0,0,2,0,0,0,0.5965381342899837,0.7474805744473891,1,0
0,0,2,0,0,0,-0.024596963723110158,-0.10832105393937327,1,0
0,0,2,0,1,0,0.3091472680451194,0.2147877241250166,1,0
0,0,1,0,0,0,-2.147581104693237,-2.125567749422456,1,0
0,0,1,0,0,0,0.6985155384413873,0.8522726105763804,1,0
0,0,2,6,0,0,0.031027074904928103,-0.10832105393937327,1,0
0,0,1,1,0,0,0.9951770777909246,1.061856682834363,1,0
1,0,1,10,0,0,-0.3768825417006858,0.2147877241250166,1,0
0,0,1,0,0,0,-1.294679179063317,-1.383290826842101,1,0
0,0,1,0,0,0,0.39258332598717677,0.6339558686409819,1,0
0,0,1,5,0,0,-0.015326290618437113,-0.10832105393937327,1,0
0,0,1,0,0,0,-1.9714383157044493,-2.0207757132934647,1,0
0,0,1,0,0,0,-0.8126041776203188,-0.8505979765197283,1,0
0,0,1,0,1,0,0.42966601840586893,0.3195797602540079,1,0
0,0,2,4,0,0,0.3740419797778307,0.22352039380243255,1,0
0,0,3,11,4,0,0.29987659494044633,0.2147877241250166,1,0
0,0,1,14,0,0,1.0229890971049438,0.8522726105763804,1,0
0,0,7,0,9,0,0.7634102501740985,1.1666487189633543,1,0
0,0,2,0,0,0,-2.15685177779791,-2.125567749422456,1,0
0,0,1,0,0,0,0.24425255631240808,0.10999568799602528,1,0
0,0,2,4,0,0,0.10519245974231245,-0.0035290178103819653,1,0
0,0,1,10,0,0,0.4852900570339072,0.3195797602540079,1,0
0,0,1,0,0,0,0.02175640180025506,-0.10832105393937327,1,0
1,0,1,12,0,0,1.1342371743610202,1.5945495331567356,1,0
0,0,1,0,1,0,-0.15438638718853276,-0.2131130900683646,1,0
0,0,2,0,0,0,0.04029774800960115,0.8522726105763804,1,0
0,0,2,1,0,0,0.38331265288250377,0.2147877241250166,1,0
0,0,2,4,1,0,1.0229890971049438,0.8522726105763804,1,0
0,0,2,0,0,0,0.5501847687666185,0.4243717963829992,1,0
1,0,1,0,0,0,-1.0536416783418179,-1.060182048777711,1,0
0,0,1,1,0,0,-0.3490705223866667,-0.4226971623263472,1,0
0,0,1,0,0,0,0.34622996046381155,0.2147877241250166,1,0
0,0,2,0,0,0,0.9859064046862516,0.8522726105763804,1,0
0,0,5,2,0,0,-0.23782244513059014,-0.3179051261973559,1,0
0,0,1,0,0,0,0.438936691510542,0.3195797602540079,1,0
0,0,2,0,0,0,0.15154582526567767,-0.0035290178103819653,1,0
0,0,1,13,0,0,-0.423235907224051,-0.5274891984553385,1,0
0,0,3,0,0,0,0.9859064046862516,0.8522726105763804,1,0
0,0,2,0,0,0,-0.2749051375492823,-0.3179051261973559,1,0
0,0,2,0,0,0,0.865387654325502,0.7474805744473891,1,0
0,0,2,0,0,0,0.6799741922320411,0.6339558686409819,1,0
0,0,1,1,0,0,0.25352322941708116,0.10999568799602528,1,0
0,0,1,3,0,0,-0.015326290618437113,-0.0035290178103819653,1,0
0,0,2,0,0,0,0.38331265288250377,0.7474805744473891,1,0
0,0,1,2,0,0,0.9951770777909246,1.061856682834363,1,0
0,0,2,0,2,0,0.3091472680451194,0.2147877241250166,1,0
0,0,2,0,0,0,0.10519245974231245,0.10999568799602528,1,0
0,0,1,1,0,0,0.7355982308600794,1.384965460898753,1,0
0,0,2,4,3,0,0.9859064046862516,0.8522726105763804,1,0
0,0,2,0,0,0,0.5779967880806377,0.5291638325119905,1,0
0,0,1,0,0,0,0.874658327430175,0.7474805744473891,1,0
0,0,1,1,0,0,0.9210116929535402,0.7474805744473891,1,0
0,0,2,0,0,0,0.003215055590908973,-0.0035290178103819653,1,0
0,0,2,0,1,0,0.3091472680451194,0.2147877241250166,1,0
0,0,1,0,0,0,0.5316434225572725,0.4243717963829992,1,0
0,0,1,1,0,0,0.9951770777909246,1.061856682834363,1,0
0,0,1,2,0,0,-0.024596963723110158,-0.10832105393937327,1,0
1,0,1,0,0,0,-1.0536416783418179,-1.060182048777711,1,0
0,0,4,1,0,0,0.9488237122675593,0.8522726105763804,1,0
0,0,2,1,0,0,-1.702588795668931,-1.6976669352290747,1,0
0,0,2,0,1,0,0.3091472680451194,0.2147877241250166,1,0
0,0,1,8,0,0,0.9210116929535402,0.7474805744473891,1,0
0,0,1,0,1,0,-0.17292773339787884,-0.2131130900683646,1,0
0,0,1,2,1,0,-0.3490705223866667,-0.4226971623263472,1,0
0,0,2,0,0,0,-0.2470931182352632,-0.2131130900683646,1,0
0,0,1,0,0,0,-0.5252133113754545,-0.6410139042617458,1,0
0,0,3,0,0,0,1.0229890971049438,0.8522726105763804,1,0
0,0,2,1,0,0,0.10519245974231245,-0.0035290178103819653,1,0
0,0,2,0,0,0,0.5965381342899837,0.4243717963829992,1,0
1,0,5,0,2,0,0.865387654325502,0.7474805744473891,1,0
0,0,1,0,0,0,-0.5159426382707815,-0.6410139042617458,1,0
0,0,1,3,0,0,0.7912222694881177,0.7474805744473891,1,0
0,0,2,4,0,0,0.06810976732362027,0.3195797602540079,1,0
0,0,1,0,0,0,0.9210116929535402,0.7125498957377253,1,0
0,0,2,0,0,0,0.5501847687666185,1.384965460898753,1,0
0,0,1,0,0,0,-0.15438638718853276,-0.2131130900683646,1,0
1,0,1,4,2,0,0.5965381342899837,0.4243717963829992,1,0
0,0,1,2,0,0,0.4574780377198881,0.3195797602540079,1,0
0,0,2,0,0,0,0.3091472680451194,0.2147877241250166,1,0
0,0,2,0,0,0,0.883929000534848,0.9570646467053717,1,0
0,0,2,5,0,0,-0.2749051375492823,-0.3179051261973559,1,0
0,0,1,3,0,0,0.7726809232787716,0.6601538776732296,1,0
0,0,1,0,0,0,0.003215055590908973,-0.12578639329420516,1,0
0,0,2,2,0,0,-0.061679656141802326,-0.2131130900683646,1,0
0,0,1,0,0,0,0.6058088073946568,0.4243717963829992,1,0
0,0,1,5,0,0,-0.7940628314109728,-0.8505979765197283,1,0
0,0,2,0,0,0,-2.0641450467511797,-2.0207757132934647,1,0
0,0,1,2,0,0,0.865387654325502,1.1666487189633543,1,0
0,0,3,2,2,0,0.20716986389371592,0.2147877241250166,1,0
0,0,1,0,0,0,0.874658327430175,0.7474805744473891,1,0
0,0,1,11,0,0,0.9580943853722325,0.9570646467053717,1,0
0,0,2,0,0,0,0.10519245974231245,-0.0035290178103819653,1,0
0,0,1,0,0,0,0.438936691510542,0.3195797602540079,1,0
0,0,1,0,0,0,0.7263275577554064,0.8522726105763804,1,0
0,0,1,0,0,0,-0.6642734079455501,-0.7458059403907371,1,0
0,0,1,0,0,0,0.25352322941708116,0.10999568799602528,1,0
0,0,1,4,0,0,-0.024596963723110158,-0.10832105393937327,1,0
0,0,1,0,0,0,-2.166122450902583,-2.125567749422456,1,0
0,0,2,2,1,0,0.3091472680451194,0.2147877241250166,1,0
0,0,4,0,0,0,0.3091472680451194,0.2147877241250166,1,0
0,0,3,0,0,0,-0.15438638718853276,-0.10832105393937327,1,0
0,0,2,0,4,0,-0.39542388791003186,-0.2131130900683646,1,0
0,0,1,0,0,0,-0.210010425816571,-0.2829744474876921,1,0
0,0,2,2,0,0,0.47601938392923415,0.3195797602540079,1,0
0,0,1,5,0,0,-0.17292773339787884,-0.2131130900683646,1,0
0,0,1,7,0,0,-0.5901080231081658,-0.6410139042617458,1,0
0,0,2,1,0,0,-2.0177916812278145,-2.0207757132934647,1,0
1,0,2,14,0,0,-0.5437546575848006,-0.6410139042617458,1,0
0,0,3,0,0,0,-2.0548743736465065,-1.9159836771644734,1,0
0,0,1,0,0,0,0.865387654325502,1.1666487189633543,1,0
0,0,3,5,4,0,0.29987659494044633,0.2147877241250166,1,0
0,0,2,2,1,0,0.652162172918022,0.5291638325119905,1,0
0,0,2,2,1,0,0.652162172918022,0.5291638325119905,1,0
0,0,1,0,0,0,-0.15438638718853276,-0.2131130900683646,1,0
0,0,2,0,5,0,0.3091472680451194,0.2147877241250166,1,0
0,0,2,3,0,0,0.1330044790563316,-0.0035290178103819653,1,0
0,0,1,0,0,0,1.0044477508955976,0.8522726105763804,1,0
0,0,1,3,0,0,-0.024596963723110158,-0.10832105393937327,1,0
0,0,3,9,5,0,0.29987659494044633,0.2147877241250166,1,0
0,0,1,0,0,0,0.7355982308600794,0.8522726105763804,1,0
0,0,1,0,0,0,-0.15438638718853276,-0.2131130900683646,1,0
0,0,2,0,0,0,-0.3027171568633015,-0.3179051261973559,1,0
0,0,2,0,0,0,0.8097636156974637,0.6339558686409819,1,0
0,0,1,2,1,0,-0.10803302166516754,0.11872835767344123,1,0
0,0,2,0,0,0,-2.27737052815866,-2.2303597855514474,1,0
0,0,1,4,0,0,-0.08022100235114842,-0.2131130900683646,1,0
0,0,1,1,0,0,0.7355982308600794,0.8522726105763804,1,0
0,0,2,0,0,0,0.36477130667315766,0.2147877241250166,1,0
0,0,1,0,5,0,-0.4881306189567623,-0.5274891984553385,1,0
0,0,1,1,0,0,0.6150794804993298,0.4243717963829992,1,0
0,0,1,16,0,0,0.438936691510542,0.3195797602540079,1,0
0,0,1,1,0,0,-0.024596963723110158,-0.10832105393937327,1,0
0,0,2,1,0,0,0.2720645756264272,0.2147877241250166,1,0
0,0,1,0,2,0,0.9673650584769055,1.8041336054147181,1,0
1,0,2,2,0,0,0.5965381342899837,0.4243717963829992,1,0
0,0,2,0,0,0,0.6892448653367141,0.9570646467053717,1,0
0,0,2,0,0,0,0.2720645756264272,0.10999568799602528,1,0
0,0,1,0,0,0,0.7355982308600794,1.384965460898753,1,0
1,0,2,10,1,0,0.865387654325502,0.7212825654151412,1,0
0,0,1,0,0,0,-0.41396523411937797,-0.5274891984553385,1,0
0,0,2,0,2,0,0.3555006335684846,0.4243717963829992,1,0
0,0,2,1,0,0,-0.19146907960722492,-0.3179051261973559,1,0
0,0,8,1,0,0,0.33695928735913855,0.2147877241250166,1,0
0,0,1,0,0,0,0.9859064046862516,0.9570646467053717,1,0
0,0,2,0,0,0,0.9859064046862516,0.8522726105763804,1,0
0,0,1,0,0,0,-1.9714383157044493,-2.0207757132934647,1,0
0,0,1,4,0,0,1.0137184240002706,0.8522726105763804,1,0
0,0,2,0,1,0,-0.39542388791003186,-0.4226971623263472,1,0
0,0,2,0,0,0,0.8283049619068098,0.6339558686409819,1,0
0,0,1,2,0,0,-0.015326290618437113,-0.0035290178103819653,1,0
